"cname","sname","Sequence","Order","Suborder","Infraorder","Family","Genus","Adult.survival","Age.at.first.breeding","Maximum.longevity","Z","GenFLS","GenFL","GenFS","GenLength","Priority.for.research","rmax1","perc_growth","resid"
"Japanese Quail","Coturnix japonica",232,"GALLIFORMES","GALLIFORMES","GALLIFORMES","Phasianidae","Coturnix",0.383181881,0.809032283,10.36142321,0.142143345,1.429573271,2.166841082,1.430255735,2.166841082,"Low",0.470906570538128,60.1445358506566,-0.0814263047359556
"Siberian Blue Robin","Larvivora cyane",9174,"PASSERIFORMES","PASSERI","MUSCICAPOID OSCINES","Muscicapidae","Larvivora",0.543151899,1.041273456,8.456348255,0.142143345,2.169124002,2.095276991,2.23018482,2.169124002,"Low",0.379894084623449,46.2129719213024,0.00937664298078811
"African Silverbill","Euodice cantans",9796,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Estrildidae","Euodice",0.495894042,0.871617206,10,0.142143345,1.846326377,2.169156071,1.855327147,2.169156071,"Low",0.425330760436708,53.0096431338279,-0.036062975123917
"Garnet-throated Hummingbird","Lamprolaima rhami",1528,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Lamprolaima",0.539868983,1.054726108,8.191151443,0.142143345,2.169871147,2.069121476,2.228020155,2.169871147,"Low",0.378600938589151,46.0240193944358,0.0106012477515087
"Grey Bunting","Emberiza variabilis",10265,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Emberizidae","Emberiza",0.5412023,1.028248209,8.634062163,0.142143345,2.171865544,2.109364046,2.207858089,2.171865544,"Low",0.382649785166234,46.6164467599756,0.00636952552710962
"White-eared Conebill","Conirostrum leucogenys",10945,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Thraupidae","Conirostrum",0.560151738,0.977335129,7.698373384,0.142143345,2.172545766,1.932685988,2.250846443,2.172545766,"Very High",0.38572348696465,47.0677952961145,0.00323347931939244
"Field Sparrow","Spizella pusilla",10269,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Passerellidae","Spizella",0.44034356,1,9.25,0.142143345,1.781204692,2.172682596,1.786810494,2.172682596,"Low",0.414932229490354,51.4268114492713,-0.0259878023536527
"Meadow Pipit","Anthus pratensis",9931,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Motacillidae","Anthus",0.548599096,1,8.8,0.142143345,2.174634737,2.108718091,2.215325648,2.174634737,"Low",0.385303317475853,47.0060148757792,0.0034622779949543
"Rufous-collared Sparrow","Zonotrichia capensis",10384,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Passerellidae","Zonotrichia",0.51745955,1.010386527,9.207046429,0.142143345,2.058747468,2.175487183,2.082751652,2.175487183,"Low",0.39252908982119,48.0720938561874,-0.00384154825259381
"Tawny-chested Flycatcher","Aphanotriccus capitalis",5844,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Aphanotriccus",0.578977003,0.956751423,7.25492302,0.142143345,2.175854343,1.851994601,2.331918592,2.175854343,"Low",0.383347748764957,46.7188154234327,0.0053061808320477
"Veraguas Mango","Anthracothorax veraguensis",1264,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Anthracothorax",0.560988251,0.977335129,7.687540912,0.142143345,2.175928144,1.931146225,2.255178495,2.175928144,"Low",0.38546420890209,47.0296687859826,0.00318296502084719
"Grey Vireo","Vireo vicinior",6383,"PASSERIFORMES","PASSERI","CORVOID OSCINES","Vireonidae","Vireo",0.548831353,0.984652873,9.377830667,0.142143345,2.160272026,2.17768724,2.201118948,2.17768724,"Low",0.387905733694324,47.389083949493,0.000580463734173586
"Hermit Warbler","Setophaga occidentalis",10599,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Setophaga",0.500977836,1.031533412,9.1,0.142143345,2.017526839,2.178412242,2.03545242,2.178412242,"Low",0.393355219076915,48.1944710876239,-0.00493533966980386
"Carolina Wren","Thryothorus ludovicianus",8585,"PASSERIFORMES","PASSERI","CERTHIOD OSCINES","Troglodytidae","Thryothorus",0.493305743,1.007506814,9.25,0.142143345,1.965486592,2.179122367,1.981083554,2.179122367,"Low",0.399720045025706,49.1407112351658,-0.0113651072402826
"Rough-legged Tyrannulet","Phyllomyias burmeisteri",5630,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Phyllomyias",0.566438823,0.958719664,7.977203406,0.142143345,2.17950704,1.95635042,2.265199241,2.17950704,"Medium",0.387023396509221,47.2590944357701,0.00129636897397073
"Black-chested Sparrow","Peucaea humeralis",10281,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Passerellidae","Peucaea",0.599413338,1.104057747,5.495780228,0.142143345,2.181043794,1.728311871,2.600396479,2.181043794,"Low",0.353190338367053,42.3602083743569,0.0349889599880845
"Kirtland's Warbler","Setophaga kirtlandii",10571,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Setophaga",0.498597865,1.051305094,9,0.142143345,2.028540111,2.181159176,2.045712238,2.181159176,"Low",0.390549167185296,47.779212602606,-0.00238041243978931
"Mangrove Swallow","Tachycineta albilinea",7715,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Hirundinidae","Tachycineta",0.539749126,1.04394387,8.548072505,0.142143345,2.181543271,2.110605815,2.216671955,2.181543271,"Low",0.380427957494156,46.2910519008934,0.00770570154651079
"Olive-crowned Yellowthroat","Geothlypis semiflava",10558,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Geothlypis",0.514875,1,9.314166668,0.142143345,2.038380646,2.181803461,2.061324401,2.181803461,"Low",0.395103294696307,48.4537527854428,-0.0069934073198023
"Thick-billed Euphonia","Euphonia laniirostris",10006,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Fringillidae","Euphonia",0.55068218,1.02758416,8.172945669,0.142143345,2.184948531,2.043249746,2.253180287,2.184948531,"Low",0.379985436897658,46.2263294189159,0.00783726978102084
"Montezuma Quail","Cyrtonyx montezumae",182,"GALLIFORMES","GALLIFORMES","GALLIFORMES","Odontophoridae","Cyrtonyx",0.441255263,1,9.344033828,0.142143345,1.784014834,2.186048879,1.78972603,2.186048879,"Low",0.41470319933737,51.3921341147084,-0.0269808968532147
"Bell's Vireo","Vireo bellii",6394,"PASSERIFORMES","PASSERI","CORVOID OSCINES","Vireonidae","Vireo",0.5515,1,9.083333333,0.142143345,2.186976141,2.148992039,2.229654404,2.186976141,"Low",0.384433045602804,46.8781353289212,0.00320467445574685
"Green Hermit","Phaethornis guy",1232,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Phaethornis",0.555956427,1.011275127,7.586415594,0.142143345,2.189618159,1.945887587,2.263306371,2.189618159,"Low",0.381164297657589,46.3988115469678,0.00623256457279076
"Brown-capped Tyrannulet","Ornithion brunneicapillus",5589,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Ornithion",0.596945716,0.903795535,6.522958401,0.142143345,2.190523499,1.702522141,2.384850916,2.190523499,"Medium",0.386717429804542,47.2140449480847,0.000596945234379642
"Grey-crowned Rosy-Finch","Leucosticte tephrocotis",10118,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Fringillidae","Leucosticte",0.544487949,1.0361402,8.982384879,0.142143345,2.193455701,2.165645999,2.231471801,2.193455701,"Low",0.380365467063503,46.2819103956907,0.00668191516105671
"Mugimaki Flycatcher","Ficedula mugimaki",9222,"PASSERIFORMES","PASSERI","MUSCICAPOID OSCINES","Muscicapidae","Ficedula",0.446212506,1.0407097,9.152381448,0.142143345,1.84014079,2.193729856,1.846456509,2.193729856,"Low",0.405859111535835,50.0591121585824,-0.0188366797259375
"Sulphur-rumped Flycatcher","Myiobius sulphureipygius",5394,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tityridae","Myiobius",0.525854829,1.131989324,7.670643131,0.142143345,2.193997592,2.061415448,2.241048028,2.193997592,"Low",0.3700464333799,44.7801839435405,0.0169516343166739
"Cuban Tody","Todus multicolor",3372,"CORACIIFORMES","CORACIIFORMES","CORACIIFORMES","Todidae","Todus",0.581128813,0.91222487,8.352463984,0.142143345,2.194165846,1.969805345,2.299593663,2.194165846,"Low",0.390580280032259,47.7838105061586,-0.00359752246568634
"Common Tody-flycatcher","Todirostrum cinereum",5552,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Todirostrum",0.582499385,0.964660073,6.512227865,0.142143345,2.196875479,1.753209916,2.359866126,2.196875479,"Low",0.380830561291214,46.3499610916006,0.00590574895055274
"Rufous-crowned Sparrow","Aimophila ruficeps",10377,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Passerellidae","Aimophila",0.569441353,1.01292325,7.024960823,0.142143345,2.196889551,1.867494381,2.335487219,2.196889551,"Low",0.376777557141966,45.7580045036389,0.00995747377516099
"Green-breasted Mango","Anthracothorax prevostii",1262,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Anthracothorax",0.557037777,1.01441703,8.014475832,0.142143345,2.197092431,2.009428803,2.271945885,2.197092431,"Low",0.380306849160081,46.2733359081066,0.00640973800892397
"Kentucky Warbler","Geothlypis formosa",10556,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Geothlypis",0.554,1,8.514443413,0.142143345,2.197692357,2.068128123,2.242152466,2.197692357,"Low",0.383679410387917,46.7674844942603,0.002982644684562
"Jamaican Mango","Anthracothorax mango",1268,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Anthracothorax",0.544159854,1.067713688,8.497315262,0.142143345,2.199484873,2.123782108,2.261465179,2.199484873,"Low",0.375247231965654,45.5351179476501,0.0112519487494834
"Blue-crowned Manakin","Lepidothrix coronata",5303,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Pipridae","Lepidothrix",0.544018458,1.068725297,8.045692296,0.142143345,2.199945937,2.060454724,2.261796524,2.199945937,"Medium",0.375123050484861,45.517046303301,0.0113342512609447
"Black-throated Sparrow","Amphispiza bilineata",10272,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Passerellidae","Amphispiza",0.593,1.018041563,6.397926395,0.142143345,2.202279982,1.782756389,2.47504402,2.202279982,"Low",0.368518467106354,44.559133627118,0.0177269240629817
"Lark Sparrow","Chondestes grammacus",10274,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Passerellidae","Chondestes",0.507492628,1.037075796,9.240407045,0.142143345,2.047361259,2.20312474,2.067502256,2.20312474,"Low",0.39061767366583,47.7893367831395,-0.00444894071821494
"Yellow-eyed Junco","Junco phaeonotus",10382,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Passerellidae","Junco",0.549833252,1.027801908,8.692303665,0.142143345,2.207674926,2.117259825,2.249200988,2.207674926,"Low",0.38019944571037,46.2576264908671,0.00555672471315571
"Olive Warbler","Peucedramus taeniatus",9590,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Peucedramidae","Peucedramus",0.576029867,1,7.322026189,0.142143345,2.208186825,1.89863395,2.358656712,2.208186825,"Low",0.376887851392872,45.7740816601519,0.00882194195952485
"Chestnut-backed Chickadee","Poecile rufescens",7195,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Paridae","Poecile",0.471058455,1,9.5,0.142143345,1.885185606,2.208218433,1.890568078,2.208218433,"Low",0.407040323998521,50.2364685791893,-0.0213333940297634
"Red-throated Pipit","Anthus cervinus",9928,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Motacillidae","Anthus",0.55736024,1.025232928,7.548007692,0.142143345,2.209202316,1.952401952,2.284406392,2.209202316,"Low",0.378393109625718,45.993674527229,0.0072247038995818
"Long-billed Starthroat","Heliomaster longirostris",1517,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Heliomaster",0.559149123,1.020584383,7.655685908,0.142143345,2.211749388,1.963719908,2.288925113,2.211749388,"Low",0.37863353602629,46.0287794808116,0.00675369867658759
"Vesper Sparrow","Pooecetes gramineus",10400,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Passerellidae","Pooecetes",0.550517648,1.031925486,9.072204779,0.142143345,2.214711172,2.174797679,2.256706939,2.214711172,"Low",0.379306622866613,46.1271026168811,0.0058127165517366
"Northern Waterthrush","Parkesia noveboracensis",10533,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Parkesia",0.5585,0.997865252,8.9,0.142143345,2.215035085,2.121101118,2.262870915,2.215035085,"Low",0.3826797709058,46.6208432284796,0.00241028504401963
"Thick-billed Warbler","Arundinax aedon",7518,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Acrocephalidae","Arundinax",0.530443203,1.082580047,9.056654346,0.142143345,2.182225923,2.216041641,2.212247867,2.216041641,"Low",0.376675940945577,45.7431938821403,0.00832313534367679
"Ochre-bellied Flycatcher","Mionectes oleagineus",5481,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Mionectes",0.5635,1.007888863,8.5,0.142143345,2.216676095,2.072842601,2.298839608,2.216676095,"Low",0.379447520739608,46.1476930653677,0.00549422337285416
"Tooth-billed Hummingbird","Androdon aequatorialis",1252,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Androdon",0.569440245,0.985273328,7.675160188,0.142143345,2.218397166,1.936196224,2.30783132,2.218397166,"Low",0.381455508509779,46.4414506778254,0.00333076711281455
"Ruddy-tailed Flycatcher","Terenotriccus erythrurus",5392,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tityridae","Terenotriccus",0.569340533,1.035363524,6.784946167,0.142143345,2.218961174,1.852628433,2.357383767,2.218961174,"Low",0.373103633138043,45.2234831687452,0.0116317118437471
"Rufous-browed Tyrannulet","Phylloscartes superciliaris",5463,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Phylloscartes",0.600808602,0.918270492,6.642616112,0.142143345,2.219770763,1.731948126,2.423334491,2.219770763,"Low",0.382790368014993,46.6370599666338,0.00187188515766701
"Pine Flycatcher","Empidonax affinis",5867,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Empidonax",0.5740767,1.019491501,7.451511496,0.142143345,2.22047165,1.933760338,2.367332063,2.22047165,"Low",0.374254737206484,45.3907467614857,0.010344252413492
"Siberian Tit","Poecile cinctus",7193,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Paridae","Poecile",0.51,1,9.589939661,0.142143345,2.028897896,2.221002757,2.040816327,2.221002757,"Low",0.396473914470267,48.6573659407619,-0.0119228548426018
"Pale-breasted Spinetail","Synallaxis albescens",5264,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Furnariidae","Synallaxis",0.569095621,1.039715341,7.223044606,0.142143345,2.222417714,1.918634446,2.360415823,2.222417714,"Low",0.372468684636207,45.1313030036016,0.0119547187337521
"California Quail","Callipepla californica",161,"GALLIFORMES","GALLIFORMES","GALLIFORMES","Odontophoridae","Callipepla",0.4,1,9.6,0.142143345,1.665617981,2.222432767,1.666666667,2.222432767,"Low",0.424768866707252,52.9236921247326,-0.0403468211164606
"Rufous-breasted Hermit","Glaucis hirsutus",1208,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Glaucis",0.56079116,1.025411108,7.741634345,0.142143345,2.223206629,1.980077545,2.302232312,2.223206629,"Low",0.377332946776652,45.8389794727606,0.00701930474712181
"Mariana Swiftlet","Aerodramus bartschi",1160,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Apodidae","Aerodramus",0.588811864,0.911034737,7.991149443,0.142143345,2.225731797,1.917425924,2.34301152,2.225731797,"Very High",0.388203280276005,47.4329455927166,-0.00407866015471742
"Varied Bunting","Passerina versicolor",10684,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Cardinalidae","Passerina",0.545302045,1.093165764,8.476838899,0.142143345,2.229390891,2.142705762,2.292427909,2.229390891,"Low",0.370835330214137,44.894445636732,0.0129597422364222
"Western Tanager","Piranga ludoviciana",10709,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Cardinalidae","Piranga",0.561553962,0.999794633,8.894928108,0.142143345,2.230321436,2.122035314,2.280577017,2.230321436,"Low",0.381416474837662,46.435734641815,0.00229484682032943
"Bahama Nuthatch","Sitta insularis",8519,"PASSERIFORMES","PASSERI","CERTHIOD OSCINES","Sittidae","Sitta",0.56176,0.999735487,9.017142858,0.142143345,2.23116747,2.139356589,2.281590178,2.23116747,"Low",0.381363429119313,46.4279670590993,0.00227176769780413
"Rufous-tailed Robin","Larvivora sibilans",9175,"PASSERIFORMES","PASSERI","MUSCICAPOID OSCINES","Muscicapidae","Larvivora",0.546815697,1.065802058,8.716339093,0.142143345,2.232899214,2.153274983,2.272409819,2.232899214,"Low",0.374798571632234,45.4698367587424,0.00868086414894526
"Lewis's Woodpecker","Melanerpes lewis",3905,"PICIFORMES","PICIFORMES","PICIFORMES","Picidae","Melanerpes",0.482608785,1.092637553,9.115116685,0.142143345,2.012610796,2.232979572,2.025410996,2.232979572,"Low",0.387645063450794,47.3506690081197,-0.00417285353045294
"Mexican Whip-poor-will","Antrostomus arizonae",1039,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Caprimulgidae","Antrostomus",0.558641026,1.000136911,9.5,0.142143345,2.236175921,2.208335883,2.265866303,2.236175921,"Medium",0.382247910556133,46.5575371705265,0.000937017521716654
"Blackburnian Warbler","Setophaga fusca",10579,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Setophaga",0.566,1.018297118,8.2,0.142143345,2.237287672,2.039128388,2.322444583,2.237287672,"Low",0.376937588039709,45.7813321544755,0.00614748018219402
"White-necked Jacobin","Florisuga mellivora",1201,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Florisuga",0.573988688,0.987860871,7.647569488,0.142143345,2.239834915,1.934494131,2.33521638,2.239834915,"Low",0.379582480024546,46.1674183845468,0.00327390975170155
"Common Rosefinch","Carpodacus erythrinus",10073,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Fringillidae","Carpodacus",0.490169859,1,9.723480796,0.142143345,1.953424238,2.23998474,1.961437584,2.23998474,"Low",0.401937200277645,49.4717461886938,-0.0190942558219472
"Yellow-breasted Chat","Icteria virens",10415,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Icteridae","Icteria",0.555843319,1.035911659,8.92,0.142143345,2.241553184,2.156582348,2.287369405,2.241553184,"Low",0.377068825562879,45.8004653909038,0.00563340102703763
"Savannah Sparrow","Passerculus sandwichensis",10402,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Passerellidae","Passerculus",0.581,1.015522347,7.287439259,0.142143345,2.242147407,1.907033596,2.402157192,2.242147407,"Low",0.372746396080868,45.1716132244701,0.00990253437864125
"Flame-throated Warbler","Oreothlypis gutturalis",10541,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Oreothlypis",0.561564412,1.087585015,7.298867359,0.142143345,2.24293098,1.970477464,2.368421761,2.24293098,"Low",0.36706207050894,44.3487514339203,0.0155165947144939
"Hooded Yellowthroat","Geothlypis nelsoni",10564,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Geothlypis",0.576284078,0.981601182,8.054560735,0.142143345,2.243158905,1.986975312,2.341672985,2.243158905,"Low",0.379922201744245,46.2170830668924,0.00263602773032562
"Northern Wheatear","Oenanthe oenanthe",9304,"PASSERIFORMES","PASSERI","MUSCICAPOID OSCINES","Muscicapidae","Oenanthe",0.525104784,1.027474411,9.6,0.142143345,2.117237691,2.246001873,2.133202088,2.246001873,"Low",0.387391859044905,47.3133638926253,-0.00508841907078977
"Western Water Rail","Rallus aquaticus",1767,"GRUIFORMES","GRUIFORMES","GRUIFORMES","Rallidae","Rallus",0.565444226,1,8.83,0.142143345,2.247704214,2.112982391,2.301200582,2.247704214,"Medium",0.380185634366795,46.2556064904868,0.00196533809879312
"Moustached Antwren","Myrmotherula ignota",4587,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Thamnophilidae","Myrmotherula",0.654566238,0.86749957,6.443269638,0.142143345,2.250198082,1.660058178,2.762410578,2.250198082,"Medium",0.371724742377661,45.0233738457679,0.0102030023343658
"Red Tanager","Piranga flava",10711,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Cardinalidae","Piranga",0.566166667,0.999863089,8.646666667,0.142143345,2.250777359,2.086805328,2.304895745,2.250777359,"Low",0.379985845830323,46.2263892156506,0.00189006972116512
"Scrub Euphonia","Euphonia affinis",9998,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Fringillidae","Euphonia",0.567748151,1.025092466,8.363433706,0.142143345,2.251251427,2.068188837,2.338558568,2.251251427,"Low",0.3752761943956,45.539333059348,0.00655731150828653
"Cuban Pewee","Contopus caribaeus",5878,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Contopus",0.604764324,0.934887437,7.149327678,0.142143345,2.251598722,1.81822876,2.465023406,2.251598722,"Low",0.378511335128725,46.0109357231725,0.00329110567170904
"Orange-breasted Bunting","Passerina leclancherii",10683,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Cardinalidae","Passerina",0.527470875,1.007100582,9.765273773,0.142143345,2.106672519,2.252016615,2.123372251,2.252016615,"Low",0.390259868577948,47.7364664657021,-0.00849480379856349
"Wedge-billed Woodcreeper","Glyphorynchus spirurus",4967,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Furnariidae","Glyphorynchus",0.527958189,1.183654071,7.720684348,0.142143345,2.253523953,2.112849421,2.30211048,2.253523953,"High",0.361624852446726,43.5660256490846,0.0200054333075407
"Violet-green Swallow","Tachycineta thalassina",7711,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Hirundinidae","Tachycineta",0.515930221,1.025284821,9.678697072,0.142143345,2.077721634,2.255309784,2.091102691,2.255309784,"Low",0.390344340353646,47.74894655446,-0.00887366221406133
"Philadelphia Vireo","Vireo philadelphicus",6375,"PASSERIFORMES","PASSERI","CORVOID OSCINES","Vireonidae","Vireo",0.54144327,1,9.833333333,0.142143345,2.159054694,2.255599547,2.180755258,2.255599547,"Low",0.387430990555504,47.319128599876,-0.00598620237975822
"White-breasted Nuthatch","Sitta carolinensis",8528,"PASSERIFORMES","PASSERI","CERTHIOD OSCINES","Sittidae","Sitta",0.560821144,1,9.833333333,0.142143345,2.246103386,2.255599547,2.276976649,2.255599547,"Low",0.381605772179769,46.463457160989,-0.000160984004022979
"Black-throated Blue Warbler","Setophaga caerulescens",10583,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Setophaga",0.533,1.026401946,9.683333333,0.142143345,2.149190989,2.256927131,2.167729569,2.256927131,"Low",0.385329969542807,47.0099329421423,-0.00400377286952425
"Northern Bobwhite","Colinus virginianus",154,"GALLIFORMES","GALLIFORMES","GALLIFORMES","Odontophoridae","Colinus",0.56,1.035018325,9.254334893,0.142143345,2.258734621,2.203339476,2.307745598,2.258734621,"Low",0.37597819423644,45.641537517551,0.00518661118647196
"Black Francolin","Francolinus francolinus",285,"GALLIFORMES","GALLIFORMES","GALLIFORMES","Phasianidae","Francolinus",0.520724755,1.058114508,9.51341385,0.142143345,2.129918464,2.259979039,2.144598236,2.259979039,"Low",0.383398756894774,46.7262994666884,-0.00234501933684134
"Sagebrush Sparrow","Artemisiospiza nevadensis",10398,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Passerellidae","Artemisiospiza",0.590499309,1,7,0.142143345,2.262258433,1.85286007,2.441998321,2.262258433,"Low",0.37227239063001,45.1028173945791,0.00857800250908713
"Boreal Chickadee","Poecile hudsonicus",7194,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Paridae","Poecile",0.496754376,1.004173383,9.857277346,0.142143345,1.982116322,2.262583194,1.991274616,2.262583194,"Low",0.399385067121506,49.0907607589054,-0.0185636355768499
"Black Rosy-finch","Leucosticte atrata",10119,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Fringillidae","Leucosticte",0.56663095,1.010649913,8.6,0.142143345,2.263630486,2.089425521,2.318152029,2.263630486,"Low",0.378023000915839,45.939650994606,0.00270505246699132
"Worm-eating Warbler","Helmitheros vermivorum",10531,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Helmitheros",0.577,1,8.08,0.142143345,2.264556536,2.006374883,2.364066194,2.264556536,"Low",0.376582349210535,45.7295541620468,0.00406315826153336
"Grey-throated Chat","Granatellus sallaei",10675,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Cardinalidae","Granatellus",0.601221145,0.963611255,7.157475141,0.142143345,2.266693949,1.844027786,2.471266783,2.266693949,"Low",0.374807242568789,45.4710981239363,0.00564781999246683
"Siberian Accentor","Prunella montanella",9586,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Prunellidae","Prunella",0.473791379,1,9.92059067,0.142143345,1.89468375,2.268002597,1.900386957,2.268002597,"High",0.406319953574731,50.1282816426634,-0.0259814381619103
"Blyth's Reed-warbler","Acrocephalus dumetorum",7535,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Acrocephalidae","Acrocephalus",0.528642885,1,9.929599906,0.142143345,2.104458529,2.2692832,2.121533691,2.2692832,"Low",0.391171112153488,47.8711517278621,-0.0109466064767448
"Rufous-breasted Wren","Pheugopedius rutilus",8616,"PASSERIFORMES","PASSERI","CERTHIOD OSCINES","Troglodytidae","Pheugopedius",0.548260842,1.122170605,7.676044957,0.142143345,2.269988651,2.053760228,2.335837457,2.269988651,"Low",0.365474665335167,44.1197932518462,0.014687052086051
"Yellow-green Tyrannulet","Phylloscartes flavovirens",5455,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Phylloscartes",0.607749576,0.941978824,6.830037664,0.142143345,2.27022475,1.778927203,2.491370587,2.27022475,"Low",0.376256657139716,45.682098930088,0.00388404908114259
"Chukar","Alectoris chukar",247,"GALLIFORMES","GALLIFORMES","GALLIFORMES","Phasianidae","Alectoris",0.528007661,1.161943054,8.965321108,0.142143345,2.251821539,2.271141313,2.28062151,2.271141313,"Low",0.364870885257222,44.0328028560199,0.0151882657036735
"Black-capped Pygmy-tyrant","Myiornis atricapillus",5507,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Myiornis",0.59788567,0.983477027,6.52983169,0.142143345,2.273792039,1.771854431,2.470331947,2.273792039,"Low",0.37259211289592,45.1492174133107,0.00723129036701781
"Sedge Wren","Cistothorus stellaris",8580,"PASSERIFORMES","PASSERI","CERTHIOD OSCINES","Troglodytidae","Cistothorus",0.38,1,9.97001009,0.142143345,1.612275365,2.275027239,1.612903226,2.275027239,"Low",0.429441425929306,53.6399091127014,-0.0497278208252886
"Grass Wren","Cistothorus platensis",8581,"PASSERIFORMES","PASSERI","CERTHIOD OSCINES","Troglodytidae","Cistothorus",0.38,1,9.97001009,0.142143345,1.612275365,2.275027239,1.612903226,2.275027239,"Low",0.429441425929306,53.6399091127014,-0.0497278208252886
"Myrtle Warbler","Setophaga coronata",10588,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Setophaga",0.468,0.995257393,10,0.142143345,1.869913774,2.275221628,1.874956641,2.275221628,"Low",0.408730462866436,50.4906037755036,-0.0290341339120658
