"cname","sname","Sequence","Order","Suborder","Infraorder","Family","Genus","Adult.survival","Age.at.first.breeding","Maximum.longevity","Z","GenFLS","GenFL","GenFS","GenLength","Priority.for.research","rmax1","perc_growth","resid"
"Slender-billed Kite","Helicolestes hamatus",3148,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Helicolestes",0.831528394,2.299842384,14.85676122,0.193790565,6.09129356,4.73325478,7.235560715,6.09129356,"Low",0.179228665254821,19.6294263827149,0.0165301961919986
"Grey-headed Kite","Leptodon cayanensis",2957,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Leptodon",0.828140839,2.217243006,16.36649938,0.193790565,6.093834402,4.959235393,7.035961043,6.093834402,"Low",0.184112451471503,20.2150999144609,0.0115704658201548
"Gyrfalcon","Falco rusticolus",4060,"FALCONIFORMES","FALCONIFORMES","FALCONIFORMES","Falconidae","Falco",0.787432176,2.347653301,21.8523941,0.193790565,5.912211464,6.127488041,6.052034148,6.127488041,"Low",0.192209740868532,21.1924680444806,0.00247430494535791
"Harlequin Duck","Histrionicus histrionicus",442,"ANSERIFORMES","ANSERIFORMES","ANSERIFORMES","Anatidae","Histrionicus",0.819,2,20.75,0.193790565,6.149206491,5.633573094,6.524861878,6.149206491,"Low",0.198146102815574,21.9140500670098,-0.00409981147066457
"Ruddy Turnstone","Arenaria interpres",2450,"CHARADRIIFORMES","SCOLOPACI","SCOLOPACI","Scolopacidae","Arenaria",0.816642489,2,22.3,0.193790565,6.151059997,5.93394847,6.453826214,6.151059997,"Low",0.199074589858086,22.0272982493964,-0.00508247848939034
"Bare-necked Umbrellabird","Cephalopterus glabricollis",5354,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Cotingidae","Cephalopterus",0.805746998,2.449553308,18.14749614,0.193790565,6.153855404,5.491666519,6.597478898,6.153855404,"Low",0.18196742978611,19.9575122825268,0.01194304218498
"Grey-lined Hawk","Buteo nitidus",3174,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Buteo",0.821161999,2.281234799,16.8698871,0.193790565,6.158468924,5.108377971,6.872887548,6.158468924,"Low",0.183887451658115,20.1880545821252,0.00988847591291536
"Northern Potoo","Nyctibius jamaicensis",986,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Nyctibiidae","Nyctibius",0.838609534,2.265498199,15.1408782,0.193790565,6.159735119,4.760625364,7.461651075,6.159735119,"Low",0.17792657537608,19.4737594855617,0.0158124679769858
"Long-billed Murrelet","Brachyramphus perdix",2685,"CHARADRIIFORMES","LARI","LARI","Alcidae","Brachyramphus",0.876298088,2.438991712,12.34557705,0.193790565,6.163085885,4.358794482,9.522941134,6.163085885,"High",0.15516954666398,16.7855950400838,0.0384719759613812
"Northern Lapwing","Vanellus vanellus",2394,"CHARADRIIFORMES","CHARADRII","CHARADRII","Charadriidae","Vanellus",0.79,2,23.6,0.193790565,5.659793234,6.185876204,5.761904762,6.185876204,"Low",0.20895293091527,23.2386989837413,-0.0159713630022729
"White-winged Parakeet","Brotogeris versicolurus",4120,"PSITTACIFORMES","PSITTACIFORMES","PSITTACIFORMES","Psittacidae","Brotogeris",0.664250946,1.99890471,23.65,0.193790565,3.975434254,6.194682699,3.977319654,6.194682699,"Low",0.24498441418051,27.76014005849,-0.0522563128628546
"Ross's Goose","Anser rossii",413,"ANSERIFORMES","ANSERIFORMES","ANSERIFORMES","Anatidae","Anser",0.724131484,2.344643675,22.5,0.193790565,4.945632421,6.250561565,4.969558959,6.250561565,"Medium",0.209799118688464,23.3430261979871,-0.0186594697497088
"Anhinga","Anhinga anhinga",2314,"SULIFORMES","SULIFORMES","SULIFORMES","Anhingidae","Anhinga",0.79199348,3,16.5,0.235975137,6.251448767,6.18566435,6.80754161,6.251448767,"Low",0.165533683874414,18.00227097868,0.0255810183515987
"Hudsonian Godwit","Limosa haemastica",2448,"CHARADRIIFORMES","SCOLOPACI","SCOLOPACI","Scolopacidae","Limosa",0.822337698,2.141920817,20.36012934,0.193790565,6.29698994,5.67243774,6.770576918,6.29698994,"Low",0.189803145315134,20.9011574637523,4.23034615208984e-05
"Common Black Hawk","Buteogallus anthracinus",3154,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Buteogallus",0.819204361,2.599367013,16.99177711,0.235975137,6.337329136,5.995617957,7.130473878,6.337329136,"Low",0.171675880330623,18.7292945845431,0.0170635327061491
"Common Greenshank","Tringa nebularia",2527,"CHARADRIIFORMES","SCOLOPACI","SCOLOPACI","Scolopacidae","Tringa",0.82,2,24.42,0.193790565,6.313456017,6.344784467,6.555555556,6.344784467,"Low",0.197749352641497,21.8656902404424,-0.00921250623947684
"Kittlitz's Murrelet","Brachyramphus brevirostris",2687,"CHARADRIIFORMES","LARI","LARI","Alcidae","Brachyramphus",0.856079013,2.598851913,13.81760635,0.235975137,6.346917839,5.246199028,8.547108876,6.346917839,"Medium",0.158445496241369,17.1688061081553,0.0300334900474534
"Red-throated Caracara","Ibycter americanus",4010,"FALCONIFORMES","FALCONIFORMES","FALCONIFORMES","Falconidae","Ibycter",0.833692136,2.38585815,15.65445663,0.193790565,6.350427961,4.957187346,7.398802914,6.350427961,"Low",0.17487048602706,19.1091943572567,0.0135134022764387
"Purple Heron","Ardea purpurea",2235,"PELECANIFORMES","PELECANIFORMES","PELECANIFORMES","Ardeidae","Ardea",0.740866659,1.768109037,25.42,0.193790565,4.609166532,6.35162235,4.62712616,6.35162235,"Low",0.240121677157825,27.1403841715917,-0.0517701190647577
"Sanderling","Calidris alba",2464,"CHARADRIIFORMES","SCOLOPACI","SCOLOPACI","Scolopacidae","Calidris",0.836,2,18.6,0.193790565,6.351770644,5.216923379,7.097560976,6.351770644,"Low",0.191151200608595,21.0642488124366,-0.00280365557943732
"Great Knot","Calidris tenuirostris",2452,"CHARADRIIFORMES","SCOLOPACI","SCOLOPACI","Scolopacidae","Calidris",0.82,2.041755072,24,0.193790565,6.355211089,6.297055763,6.597310628,6.355211089,"Low",0.195611299250048,21.6054132303445,-0.00735679483766841
"Cocoi Heron","Ardea cocoi",2228,"PELECANIFORMES","PELECANIFORMES","PELECANIFORMES","Ardeidae","Ardea",0.785185238,2.076752613,24.4,0.193790565,5.643260044,6.402787337,5.731926171,6.402787337,"Low",0.206400571721964,22.9245506376729,-0.019420387741945
"Barred Owl","Strix varia",2904,"STRIGIFORMES","STRIGIFORMES","STRIGIFORMES","Strigidae","Strix",0.814592957,2.155535038,24.08333333,0.193790565,6.341455148,6.404935458,6.549073405,6.404935458,"Low",0.192063649617272,21.1747641784021,-0.00514046687771663
"Short-tailed Hawk","Buteo brachyurus",3180,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Buteo",0.836987722,2.26093201,16.6268918,0.193790565,6.410114842,5.044919474,7.395439252,6.410114842,"Low",0.178762885879702,19.5737184380615,0.00802304830811118
"Fasciated Tiger-heron","Tigrisoma fasciatum",2188,"PELECANIFORMES","PELECANIFORMES","PELECANIFORMES","Ardeidae","Tigrisoma",0.809356042,2.747436228,17.65554431,0.235975137,6.431337993,6.265379075,6.992816205,6.431337993,"Low",0.169358522543538,18.4544748799589,0.0168677866863223
"San Blas Jay","Cyanocorax sanblasianus",7022,"PASSERIFORMES","PASSERI","CORVOID OSCINES","Corvidae","Cyanocorax",0.863679812,1.988671037,15.72350996,0.193790565,6.451603356,4.650353232,8.324341671,6.451603356,"Low",0.178960875377857,19.5973951223577,0.00673518063662407
"Whimbrel","Numenius phaeopus",2439,"CHARADRIIFORMES","SCOLOPACI","SCOLOPACI","Scolopacidae","Numenius",0.80393346,2.246437151,23.97,0.193790565,6.193754179,6.456258669,6.346746464,6.456258669,"Low",0.191540480204197,21.1113858284001,-0.00596566973992141
"Grey-bellied Goshawk","Accipiter poliogaster",3073,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Accipiter",0.820949187,2.492015302,17.75188896,0.193790565,6.461457982,5.44923484,7.077022056,6.461457982,"Low",0.175206721533376,19.1492498311873,0.0102329223676151
"Hawaiian Crow","Corvus hawaiiensis",6952,"PASSERIFORMES","PASSERI","CORVOID OSCINES","Corvidae","Corvus",0.73725,2.037891813,25,0.193790565,4.827822798,6.487731732,4.843790957,6.487731732,"Low",0.223487559076633,25.0430083674849,-0.0387269920003829
"Tuxtla Quail-dove","Zentrygon carrikeri",702,"COLUMBIFORMES","COLUMBIFORMES","COLUMBIFORMES","Columbidae","Zentrygon",0.843683785,2.224133021,16.59383259,0.193790565,6.492663252,5.008845219,7.621422003,6.492663252,"Low",0.177622756487868,19.4374666142933,0.00701108158616981
"White Ibis","Eudocimus albus",2179,"PELECANIFORMES","PELECANIFORMES","PELECANIFORMES","Threskiornithidae","Eudocimus",0.820362335,2.184813066,23.80918868,0.193790565,6.506976058,6.375413034,6.751574357,6.506976058,"Low",0.188538870041397,20.7484017028173,-0.00427154032923324
"Rufescent Tiger-heron","Tigrisoma lineatum",2187,"PELECANIFORMES","PELECANIFORMES","PELECANIFORMES","Ardeidae","Tigrisoma",0.813093166,3,16.35023459,0.235975137,6.532257883,6.150323436,7.350259156,6.532257883,"Low",0.159811880482689,17.3290131456558,0.023812734870831
"Egyptian Goose","Alopochen aegyptiaca",451,"ANSERIFORMES","ANSERIFORMES","ANSERIFORMES","Anatidae","Alopochen",0.659362906,1.99890471,25.5,0.193790565,3.933828558,6.553195244,3.934580294,6.553195244,"Low",0.246129337866551,27.9064994381472,-0.0630325242791089
"Black-and-white Hawk-eagle","Spizaetus melanoleucus",3026,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Spizaetus",0.831057292,2.507769447,17.90669136,0.235975137,6.553355876,6.141532155,7.426935843,6.553355876,"Low",0.171077036651527,18.6582155816875,0.0120157431269366
"Marbled Murrelet","Brachyramphus marmoratus",2686,"CHARADRIIFORMES","LARI","LARI","Alcidae","Brachyramphus",0.89,3,12.34100313,0.235975137,6.559886244,5.204244493,11.09090909,6.559886244,"Medium",0.132767496666579,14.1984452270051,0.0501614905019997
"White-tailed Hawk","Geranoaetus albicaudatus",3163,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Geranoaetus",0.815175399,3.000410734,16.28816582,0.235975137,6.56131443,6.135990561,7.410945882,6.56131443,"Low",0.15920401903988,17.2577150343236,0.0236891984322374
"Stygian Owl","Asio stygius",2860,"STRIGIFORMES","STRIGIFORMES","STRIGIFORMES","Strigidae","Asio",0.837242319,1.760498011,24.53150757,0.193790565,6.561995095,6.173304819,6.904601281,6.561995095,"Low",0.203392027101713,22.55528240067,-0.0205158507492558
"Swallow-tailed Kite","Elanoides forficatus",2961,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Elanoides",0.825930473,3,15.36975168,0.235975137,6.56465429,5.918953847,7.744830915,6.56465429,"Low",0.156047570515068,16.8881806076896,0.0267620704825608
"Harris's Hawk","Parabuteo unicinctus",3150,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Parabuteo",0.769716232,3.5,16.60165633,0.235975137,6.474314042,6.591665147,6.842468463,6.591665147,"Low",0.155484842771921,16.8224228891972,0.0266525689305832
"Black-and-white Owl","Ciccaba nigrolineata",2939,"STRIGIFORMES","STRIGIFORMES","STRIGIFORMES","Strigidae","Ciccaba",0.846571257,2.425480817,15.98048308,0.193790565,6.599461533,5.052312364,7.943164404,6.599461533,"Low",0.168380218934008,18.3386471062215,0.0135643724955332
"Barrow's Goldeneye","Bucephala islandica",434,"ANSERIFORMES","ANSERIFORMES","ANSERIFORMES","Anatidae","Bucephala",0.654,3,18.26624021,0.235975137,4.872232244,6.602453125,4.89017341,6.602453125,"Low",0.193460113410791,21.344098556411,-0.0115893671511081
"Fulvous Owl","Strix fulvescens",2905,"STRIGIFORMES","STRIGIFORMES","STRIGIFORMES","Strigidae","Strix",0.84639008,2.058513939,19.36610444,0.193790565,6.627319895,5.412561681,7.568510168,6.627319895,"Low",0.183826475048912,20.1807261455239,-0.00256650200919312
"Purplish-backed Jay","Cyanocorax beecheii",7023,"PASSERIFORMES","PASSERI","CORVOID OSCINES","Corvidae","Cyanocorax",0.860937939,2.059716313,17.0606841,0.193790565,6.646926856,4.966762336,8.25075025,6.646926856,"Low",0.177098029831357,19.3748110317395,0.00368415315943071
"Spotted Owl","Strix occidentalis",2903,"STRIGIFORMES","STRIGIFORMES","STRIGIFORMES","Strigidae","Strix",0.815176352,2.24202847,25,0.193790565,6.473332618,6.652308631,6.652591517,6.652308631,"Low",0.187806838961045,20.660042464668,-0.0071552225195004
"Black-chested Jay","Cyanocorax affinis",7014,"PASSERIFORMES","PASSERI","CORVOID OSCINES","Corvidae","Cyanocorax",0.845995457,2.241351918,17.68635258,0.193790565,6.683268293,5.234447323,7.734666859,6.683268293,"Low",0.175937893809092,19.2364003164629,0.00396739648226319
"Zone-tailed Hawk","Buteo albonotatus",3183,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Buteo",0.835501292,2.450146773,17.67059013,0.193790565,6.688781903,5.399725091,7.529221874,6.688781903,"Low",0.171667945170836,18.7283524523571,0.00810527874470504
"Least Auklet","Aethia pusilla",2682,"CHARADRIIFORMES","LARI","LARI","Alcidae","Aethia",0.873,3,13.34264567,0.235975137,6.690182652,5.440607229,9.874015748,6.690182652,"Low",0.139851200046069,15.0102650902668,0.0398885124656841
"Barred Forest-falcon","Micrastur ruficollis",3999,"FALCONIFORMES","FALCONIFORMES","FALCONIFORMES","Falconidae","Micrastur",0.938,1.960916847,13.36686829,0.193790565,6.705633407,4.171282622,17.08994911,6.705633407,"Low",0.131892476115754,14.0985629464563,0.0474786758642772
"Western Marsh-harrier","Circus aeruginosus",3057,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Circus",0.74,2.586114631,20.08,0.235975137,5.352216765,6.714236628,5.432268477,6.714236628,"Low",0.194340006694061,21.4509154005155,-0.0151732198009834
"Savanna Hawk","Buteogallus meridionalis",3157,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Buteogallus",0.837632176,2.70656323,16.79148589,0.235975137,6.734421854,6.030254784,7.86541894,6.734421854,"Low",0.161653181973028,17.5452502501783,0.0170364928970791
"Long-billed Curlew","Numenius americanus",2443,"CHARADRIIFORMES","SCOLOPACI","SCOLOPACI","Scolopacidae","Numenius",0.836,2.500342278,18.76309894,0.235975137,6.748466121,6.337948509,7.597903254,6.748466121,"Low",0.169573974341028,18.4799988589873,0.00878568854923437
"Barred Hawk","Morphnarchus princeps",3162,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Morphnarchus",0.840285704,2.587573863,18.28881707,0.235975137,6.795226777,6.29267688,7.84875414,6.795226777,"Low",0.164825860325971,17.9187757459436,0.0124463342246013
"Turkey Vulture","Cathartes aura",2942,"CATHARTIFORMES","CATHARTIFORMES","CATHARTIFORMES","Cathartidae","Cathartes",0.809313178,3.032373482,19.02058458,0.235975137,6.797388945,6.805193786,7.276574363,6.805193786,"High",0.159857380955633,17.3343517926986,0.0171852340612195
"Rufous-vented Ground-cuckoo","Neomorphus geoffroyi",1577,"CUCULIFORMES","CUCULIFORMES","CUCULIFORMES","Cuculidae","Neomorphus",0.85385643,2.352541804,16.80244694,0.193790565,6.807066288,5.152797085,8.195128173,6.807066288,"Low",0.168198067852064,18.317093556676,0.00880150170695454
"Long-legged Buzzard","Buteo rufinus",3197,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Buteo",0.827413549,2.476215897,21.30811257,0.193790565,6.807587029,6.125659793,7.270413496,6.807587029,"Low",0.173581627957429,18.9557783978781,0.0034059755025134
"Far Eastern Curlew","Numenius madagascariensis",2445,"CHARADRIIFORMES","SCOLOPACI","SCOLOPACI","Scolopacidae","Numenius",0.822865876,2.517958907,20.87263968,0.235975137,6.683851886,6.849207217,7.163398517,6.849207217,"Low",0.173542819860129,18.9511620400323,0.0024950829815045
"Cassin's Auklet","Ptychoramphus aleuticus",2680,"CHARADRIIFORMES","LARI","LARI","Alcidae","Ptychoramphus",0.826661136,3,16.91307939,0.235975137,6.853379493,6.283140815,7.769046692,6.853379493,"Low",0.155826176560277,16.8623051355588,0.020117243092598
"Ferruginous Hawk","Buteo regalis",3187,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Buteo",0.822665931,2.482261395,23.67,0.193790565,6.860257537,6.58824523,7.121335746,6.860257537,"Low",0.175001517629503,19.1248024484134,0.000786428742694356
"Tufted Jay","Cyanocorax dickeyi",7013,"PASSERIFORMES","PASSERI","CORVOID OSCINES","Corvidae","Cyanocorax",0.869468344,2.114130029,17.17906377,0.193790565,6.864503198,5.03357205,8.775106919,6.864503198,"Low",0.170633871726007,18.605642072645,0.00505827993278085
"Great Potoo","Nyctibius grandis",984,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Nyctibiidae","Nyctibius",0.863945303,2.611110965,16.49583914,0.235975137,6.886423305,5.887561598,8.961096096,6.886423305,"Low",0.154866132158244,16.7501659716061,0.0203335510192182
"Red Knot","Calidris canutus",2453,"CHARADRIIFORMES","SCOLOPACI","SCOLOPACI","Scolopacidae","Calidris",0.801,2,27.3,0.193790565,5.943697061,6.902901295,6.025125628,6.902901295,"Low",0.205004446508132,22.7530523175497,-0.0301726571279784
"Inca Tern","Larosterna inca",2645,"CHARADRIIFORMES","LARI","LARI","Laridae","Larosterna",0.794553218,2.329241528,26,0.193790565,6.11680907,6.916411186,6.19668209,6.916411186,"Low",0.190814691150676,21.0235164015005,-0.0162830678526467
"Snail Kite","Rostrhamus sociabilis",3147,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Rostrhamus",0.8775,2.043119848,17,0.193790565,6.950263444,4.941622103,9.206385154,6.950263444,"Low",0.169510703399855,18.4725027550946,0.00427447772020317
"Wedge-rumped Storm-petrel","Hydrobates tethys",2000,"PROCELLARIIFORMES","PROCELLARIIFORMES","PROCELLARIIFORMES","Hydrobatidae","Hydrobates",0.811913273,3.601094123,16.27831885,0.235975137,6.989867958,6.592603965,7.917790394,6.989867958,"High",0.143407879385924,15.4200480252557,0.0295141488609462
"Least Storm-petrel","Hydrobates microsoma",1999,"PROCELLARIIFORMES","PROCELLARIIFORMES","PROCELLARIIFORMES","Hydrobatidae","Hydrobates",0.807734778,3.532576823,16.77122085,0.235975137,6.99187756,6.656567661,7.733725474,6.99187756,"High",0.146136869491895,15.7354583744599,0.0267416468515729
"Black Guan","Chamaepetes unicolor",86,"GALLIFORMES","GALLIFORMES","GALLIFORMES","Cracidae","Chamaepetes",0.829022995,2.706230131,20.71673002,0.235975137,7.000325117,6.95626031,7.554969849,7.000325117,"Low",0.164592378148497,17.891247027275,0.00810353023097019
"Black Skimmer","Rynchops niger",2576,"CHARADRIIFORMES","LARI","LARI","Laridae","Rynchops",0.735804642,3,20,0.235975137,5.712844594,7.011577329,5.785077859,7.011577329,"Low",0.178549130054187,19.5481615907267,-0.00609571158329697
"Whiskered Auklet","Aethia pygmaea",2683,"CHARADRIIFORMES","LARI","LARI","Alcidae","Aethia",0.861635941,3,15,0.235975137,7.035405446,5.831701644,9.227310381,7.035405446,"Low",0.14416927456367,15.5079617575362,0.0277734199678927
"Yellow-chevroned Parakeet","Brotogeris chiriri",4121,"PSITTACIFORMES","PSITTACIFORMES","PSITTACIFORMES","Psittacidae","Brotogeris",0.687384531,1.99890471,28,0.193790565,4.196636882,7.037671657,4.197722744,7.037671657,"Low",0.239357262586343,27.0432333457912,-0.0674629461777517
"Highland Guan","Penelopina nigra",88,"GALLIFORMES","GALLIFORMES","GALLIFORMES","Cracidae","Penelopina",0.832309965,2.681498955,20.74824458,0.235975137,7.045563915,6.944801729,7.644882528,7.045563915,"Low",0.164341575240924,17.8616832672366,0.00738452293774927
"Red-faced Cormorant","Urile urile",2300,"SULIFORMES","SULIFORMES","SULIFORMES","Phalacrocoracidae","Urile",0.816148686,3,20.25464863,0.235975137,6.962222722,7.071668074,7.439177878,7.071668074,"Low",0.158936738112939,17.2263784715775,0.012235847053728
"Rhinoceros Auklet","Cerorhinca monocerata",2676,"CHARADRIIFORMES","LARI","LARI","Alcidae","Cerorhinca",0.851413011,3,16.21230192,0.235975137,7.084329275,6.117774756,8.730064367,7.084329275,"Low",0.147810936939668,15.9293696028289,0.0230947552429526
"Purple Sandpiper","Calidris maritima",2467,"CHARADRIIFORMES","SCOLOPACI","SCOLOPACI","Scolopacidae","Calidris",0.736,2.998357065,20.35,0.235975137,5.713655207,7.092913384,5.786235853,7.092913384,"Low",0.178568882065702,19.5505229307116,-0.007843560564015
"Great Black Hawk","Buteogallus urubitinga",3159,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Buteogallus",0.854824681,2.792611733,17.24842153,0.235975137,7.104516818,6.20382343,8.68083493,7.104516818,"Low",0.152700555931506,16.4976081530163,0.0177816901350759
"Laughing Falcon","Herpetotheres cachinnans",3998,"FALCONIFORMES","FALCONIFORMES","FALCONIFORMES","Falconidae","Herpetotheres",0.844619422,2.820511212,18.33589728,0.235975137,7.105915181,6.481756565,8.256321999,7.105915181,"Low",0.155514598711469,16.8258991018693,0.0149384106146803
"Common Goldeneye","Bucephala clangula",433,"ANSERIFORMES","ANSERIFORMES","ANSERIFORMES","Anatidae","Bucephala",0.647202273,3,20.41666667,0.235975137,4.827337695,7.109900304,4.834485382,7.109900304,"Low",0.194539438131084,21.4751389464896,-0.0241696821288029
"Green Jay","Cyanocorax yncas",7011,"PASSERIFORMES","PASSERI","CORVOID OSCINES","Corvidae","Cyanocorax",0.94,2,13.93384214,0.193790565,7.142998682,4.312666011,17.66666667,7.142998682,"Low",0.128909079451228,13.7586689457551,0.0407730141812645
"Pelagic Cormorant","Urile pelagicus",2299,"SULIFORMES","SULIFORMES","SULIFORMES","Phalacrocoracidae","Urile",0.797669287,2.779135212,21.29131545,0.235975137,6.458905043,7.14754948,6.721538593,7.14754948,"Low",0.171622215238497,18.7229231369749,-0.00203414555282119
"Ultramarine Jay","Aphelocoma ultramarina",6999,"PASSERIFORMES","PASSERI","CORVOID OSCINES","Corvidae","Aphelocoma",0.786,3.5,19,0.235975137,6.826003853,7.157614624,7.172897196,7.157614624,"Low",0.152012564077401,16.4174863123315,0.0173679955378615
"Chestnut-fronted Macaw","Ara severus",4264,"PSITTACIFORMES","PSITTACIFORMES","PSITTACIFORMES","Psittacidae","Ara",0.797618993,2.047503057,28.5,0.193790565,5.92830949,7.173747385,5.988678194,7.173747385,"Low",0.203669952724852,22.5893483875863,-0.0346207261621499
"Brandt's Cormorant","Urile penicillatus",2298,"SULIFORMES","SULIFORMES","SULIFORMES","Phalacrocoracidae","Urile",0.805957886,3,20.69164116,0.235975137,6.832926649,7.174787446,7.153520436,7.174787446,"Low",0.161807810352448,17.5634274870551,0.00722010892423908
"Dunlin","Calidris alpina",2465,"CHARADRIIFORMES","SCOLOPACI","SCOLOPACI","Scolopacidae","Calidris",0.762,2,28.83,0.193790565,5.187809527,7.199400859,5.201680672,7.199400859,"Low",0.218288678925754,24.3946116820299,-0.0497631350561018
"Glossy Ibis","Plegadis falcinellus",2181,"PELECANIFORMES","PELECANIFORMES","PELECANIFORMES","Threskiornithidae","Plegadis",0.616922258,2.998357065,21,0.235975137,4.606829092,7.246297223,4.608793252,7.246297223,"Low",0.199177910244474,22.0399068083507,-0.0315997885262695
"Tahiti Petrel","Pseudobulweria rostrata",2121,"PROCELLARIIFORMES","PROCELLARIIFORMES","PROCELLARIIFORMES","Procellariidae","Pseudobulweria",0.869927522,2.703884024,17.45836565,0.235975137,7.275167689,6.185574847,9.391905467,7.275167689,"Very High",0.149469015705077,16.1217490749389,0.0175320734800311
"Ridgway's Hawk","Buteo ridgwayi",3175,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Buteo",0.857068868,2.523485038,19.52801181,0.235975137,7.324558666,6.536130573,8.519861447,7.324558666,"Low",0.160625212944953,17.4244794584756,0.00539938422645911
"Rough-legged Buzzard","Buteo lagopus",3186,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Buteo",0.790550902,3,21.47858796,0.235975137,6.553403659,7.360487325,6.774429728,7.360487325,"Low",0.165905816860319,18.0461916877883,-0.00058329984105171
"White Hawk","Pseudastur albicollis",3166,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Pseudastur",0.848981785,2.888472164,18.64058606,0.235975137,7.389605658,6.605579399,8.510189948,7.389605658,"Low",0.151904696024308,16.4049292620015,0.0128537885320977
"Marbled Godwit","Limosa fedoa",2447,"CHARADRIIFORMES","SCOLOPACI","SCOLOPACI","Scolopacidae","Limosa",0.835863075,2.998357065,20.66117786,0.235975137,7.439255425,7.166343622,8.090831382,7.439255425,"Low",0.153015865906712,16.5343468026815,0.0107908777354364
"Great Blue Heron","Ardea herodias",2227,"PELECANIFORMES","PELECANIFORMES","PELECANIFORMES","Ardeidae","Ardea",0.799252743,2.178519732,29.32895571,0.193790565,6.107047142,7.44001806,6.159907846,7.44001806,"Low",0.196397423620193,21.7010477946321,-0.0326052025197885
"Common Raven","Corvus corax",6956,"PASSERIFORMES","PASSERI","CORVOID OSCINES","Corvidae","Corvus",0.760999091,3,21.92,0.235975137,6.098860992,7.464649592,6.184084505,7.464649592,"Low",0.173061805227969,18.8939585495395,-0.00973708891670458
"Northern Goshawk","Accipiter gentilis",3117,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Accipiter",0.83,3,22,0.235975137,7.388980042,7.483527603,7.882352941,7.483527603,"Low",0.15480416769478,16.7429318343443,0.00816425186823791
"Black-collared Hawk","Busarellus nigricollis",3139,"ACCIPITRIFORMES","ACCIPITRIFORMES","ACCIPITRIFORMES","Accipitridae","Busarellus",0.851989203,2.937248397,19.27073809,0.235975137,7.498619154,6.791545865,8.693512266,7.498619154,"Low",0.149407742756999,16.1146341710149,0.0132770805261706
"Collared Forest-falcon","Micrastur semitorquatus",4004,"FALCONIFORMES","FALCONIFORMES","FALCONIFORMES","Falconidae","Micrastur",0.895490111,2.509686958,16.99997422,0.235975137,7.537974273,5.92903448,11.07815947,7.537974273,"Low",0.143470266508577,15.4272489745694,0.0184800905673453
"Grey Plover","Pluvialis squatarola",2350,"CHARADRIIFORMES","CHARADRII","CHARADRII","Charadriidae","Pluvialis",0.86,2,25.7,0.193790565,7.553302577,6.592836391,8.142857143,7.553302577,"Low",0.180242095756608,19.7507239452658,-0.0185758448755817
"Great Horned Owl","Bubo virginianus",2915,"STRIGIFORMES","STRIGIFORMES","STRIGIFORMES","Strigidae","Bubo",0.834000098,2.039782757,30.63034731,0.193790565,6.933871025,7.580364415,7.063882699,7.580364415,"Low",0.190041570668361,20.929986801612,-0.0288742704773355
"Lesser White-fronted Goose","Anser erythropus",420,"ANSERIFORMES","ANSERIFORMES","ANSERIFORMES","Anatidae","Anser",0.709640924,3,22.510296,0.235975137,5.428367273,7.603944772,5.444011511,7.603944772,"Low",0.183751359069078,20.1716989915683,-0.0230161171190701
